Querter,Year,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q3-2023),2022 Passengers (10% sample)
1,2022,STL,St Louis Lambert International,St. Louis,MO,329.45,355.78," 228,095 "
1,2022,SJC,Norman Y. Mineta San Jose International,San Jose,CA,286.29,309.18," 220,072 "
1,2022,IAD,Washington Dulles International,Washington-Dulles,DC,417.78,451.17," 216,137 "
1,2022,MCI,Kansas City International,Kansas City,MO,358.67,387.34," 213,053 "
1,2022,SNA,John Wayne Airport-Orange County,Santa Ana,CA,326.68,352.80," 204,936 "
1,2022,DAL,Dallas Love Field,Dallas-Love Field,TX,285.01,307.79," 202,583 "
1,2022,CLE,Cleveland-Hopkins International,Cleveland,OH,286.97,309.91," 201,673 "
1,2022,OAK,Metro Oakland International,Oakland,CA,261.97,282.92," 200,137 "
1,2022,IND,Indianapolis International,Indianapolis,IN,332.42,358.99," 198,766 "
1,2022,MSY,Louis Armstrong New Orleans International,New Orleans,LA,286.44,309.34," 193,064 "
1,2022,SAT,San Antonio International,San Antonio,TX,347.52,375.30," 192,841 "
1,2022,PIT,Pittsburgh International,Pittsburgh,PA,324.38,350.31," 191,112 "
1,2022,SJU,Luis Munoz Marin International,San Juan,PR,267.47,288.85," 189,783 "
1,2022,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,327.45,353.62," 185,119 "
1,2022,CMH,John Glenn Columbus International,Columbus,OH,339.72,366.88," 169,279 "
1,2022,HOU,William P Hobby,Houston-Hobby,TX,290.83,314.08," 158,759 "
1,2022,BDL,Bradley International,Hartford,CT,331.40,357.89," 149,278 "
1,2022,RSW,Southwest Florida International,Fort Myers,FL,293.19,316.63," 145,234 "
1,2022,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,331.66,358.17," 138,930 "
1,2022,JAX,Jacksonville International,Jacksonville,FL,342.77,370.17," 136,835 "
1,2022,ONT,Ontario International,Ontario,CA,312.20,337.16," 133,763 "
1,2022,MKE,General Mitchell International,Milwaukee,WI,346.83,374.55," 128,618 "
1,2022,BUR,Bob Hope,Burbank,CA,242.03,261.37," 121,569 "
1,2022,RIC,Richmond International,Richmond,VA,338.03,365.05," 104,981 "
1,2022,OMA,Eppley Airfield,Omaha,NE,365.08,394.26," 103,299 "
1,2022,CHS,Charleston AFB/International,Charleston,SC,321.68,347.39," 103,220 "
1,2022,BUF,Buffalo Niagara International,Buffalo,NY,310.61,335.44," 99,498 "
1,2022,MEM,Memphis International,Memphis,TN,351.06,379.12," 96,749 "
1,2022,BOI,Boise Air Terminal,Boise,ID,358.01,386.62," 95,676 "
1,2022,ORF,Norfolk International,Norfolk,VA,361.14,390.01," 93,202 "
1,2022,ABQ,Albuquerque International Sunport,Albuquerque,NM,343.96,371.46," 93,085 "
1,2022,SDF,Louisville Muhammad Ali International,Louisville,KY,320.21,345.81," 88,827 "
1,2022,OGG,Kahului Airport,Kahului,HI,279.46,301.80," 87,156 "
1,2022,ANC,Ted Stevens Anchorage International,Anchorage,AK,455.92,492.37," 86,346 "
1,2022,OKC,Will Rogers World,Oklahoma City,OK,359.16,387.87," 85,569 "
1,2022,GRR,Gerald R. Ford International,Grand Rapids,MI,349.29,377.22," 84,779 "
1,2022,ELP,El Paso International,El Paso,TX,346.00,373.66," 84,067 "
1,2022,GEG,Spokane International,Spokane,WA,373.39,403.24," 81,039 "
1,2022,PVD,Rhode Island Tf Green International,Providence,RI,308.31,332.95," 78,143 "
1,2022,RNO,Reno/Tahoe International,Reno,NV,337.57,364.55," 77,297 "
1,2022,TUS,Tucson International,Tucson,AZ,357.52,386.10," 72,129 "
1,2022,DSM,Des Moines International,Des Moines,IA,342.05,369.39," 68,593 "
1,2022,LGB,Long Beach Airport,Long Beach,CA,226.42,244.52," 66,667 "
1,2022,SYR,Syracuse Hancock International,Syracuse,NY,333.46,360.12," 64,393 "
1,2022,TUL,Tulsa International,Tulsa,OK,358.29,386.93," 63,276 "
1,2022,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,290.52,313.74," 63,095 "
1,2022,SAV,Savannah/Hilton Head International,Savannah,GA,367.28,396.64," 60,848 "
1,2022,ALB,Albany International,Albany,NY,358.56,387.22," 60,750 "
1,2022,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,343.80,371.28," 60,469 "
1,2022,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,413.07,446.09," 59,880 "
1,2022,HPN,Westchester County,White Plains,NY,380.21,410.61," 59,717 "
1,2022,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,265.83,287.08," 56,370 "
1,2022,TYS,McGhee Tyson,Knoxville,TN,402.83,435.04," 52,127 "
1,2022,GSP,Greenville-Spartanburg International,Greer,SC,402.76,434.96," 49,712 "
1,2022,PNS,Pensacola International,Pensacola,FL,363.10,392.13," 48,548 "
1,2022,MYR,Myrtle Beach International,Myrtle Beach,SC,264.48,285.62," 48,441 "
1,2022,LIH,Lihue Airport,Lihue,HI,250.42,270.44," 48,397 "
1,2022,FAT,Fresno Yosemite International,Fresno,CA,353.24,381.48," 46,134 "
1,2022,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,377.60,407.79," 45,445 "
1,2022,COS,City of Colorado Springs Municipal,Colorado Springs,CO,322.82,348.62," 45,269 "
1,2022,PWM,Portland International Jetport,Portland,ME,348.03,375.85," 44,250 "
1,2022,MSN,Dane County Regional-Truax Field,Madison,WI,435.81,470.65," 43,704 "
1,2022,AVL,Asheville Regional,Asheville,NC,292.60,315.99," 41,151 "
1,2022,BZN,Bozeman Yellowstone International,Bozeman,MT,384.92,415.69," 40,515 "
1,2022,XNA,Northwest Arkansas National,Fayetteville,AR,405.96,438.41," 39,233 "
1,2022,PSP,Palm Springs International,Palm Springs,CA,360.00,388.78," 38,263 "
1,2022,PIE,St Pete Clearwater International,St. Petersburg,FL,130.29,140.70," 36,368 "
1,2022,SFB,Orlando Sanford International,Sanford,FL,131.83,142.37," 36,207 "
1,2022,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,368.61,398.07," 35,754 "
1,2022,GSO,Piedmont Triad International,Greensboro/High Point,NC,391.61,422.92," 35,501 "
1,2022,EUG,Mahlon Sweet Field,Eugene,OR,341.48,368.78," 35,248 "
1,2022,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,352.98,381.20," 31,684 "
1,2022,MDT,Harrisburg International,Harrisburg,PA,376.36,406.45," 30,021 "
1,2022,HVN,Tweed New Haven,New Haven,CT,171.46,185.17," 29,901 "
1,2022,FSD,Joe Foss Field,Sioux Falls,SD,352.77,380.97," 29,430 "
1,2022,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,484.76,523.51," 29,219 "
1,2022,MHT,Manchester Boston Regional,Manchester,NH,314.00,339.11," 28,752 "
1,2022,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,147.35,159.13," 28,563 "
1,2022,ISP,Long Island MacArthur,Islip,NY,212.94,229.96," 28,511 "
1,2022,BTV,Burlington International,Burlington,VT,431.39,465.87," 28,133 "
1,2022,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,348.80,376.68," 28,082 "
1,2022,PGD,Punta Gorda Airport,Punta Gorda,FL,146.51,158.22," 27,827 "
1,2022,MAF,Midland International Air and Space Port,Midland/Odessa,TX,382.51,413.08," 27,092 "
1,2022,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,394.93,426.50," 27,019 "
1,2022,LEX,Blue Grass,Lexington,KY,409.05,441.75," 26,888 "
1,2022,ITO,Hilo International,Hilo,HI,192.40,207.78," 26,542 "
1,2022,SGF,Springfield-Branson National,Springfield,MO,417.00,450.33," 25,336 "
1,2022,ILM,Wilmington International,Wilmington,NC,476.69,514.79," 25,288 "
1,2022,MFE,McAllen International,Mission/McAllen/Edinburg,TX,422.65,456.44," 24,946 "
1,2022,DAY,James M Cox/Dayton International,Dayton,OH,404.06,436.36," 24,815 "
1,2022,SBA,Santa Barbara Municipal,Santa Barbara,CA,373.75,403.62," 24,159 "
1,2022,ATW,Appleton International,Appleton,WI,377.24,407.40," 23,844 "
1,2022,FAR,Hector International,Fargo,ND,412.08,445.03," 23,418 "
1,2022,CAE,Columbia Metropolitan,Columbia,SC,428.63,462.89," 23,115 "
1,2022,RDM,Roberts Field,Bend/Redmond,OR,412.90,445.91," 22,481 "
1,2022,ECP,Northwest Florida Beaches International,Panama City,FL,375.37,405.38," 22,302 "
1,2022,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,272.07,293.82," 21,461 "
1,2022,LBB,Lubbock Preston Smith International,Lubbock,TX,376.92,407.05," 21,453 "
1,2022,FAI,Fairbanks International,Fairbanks,AK,445.65,481.28," 20,935 "
1,2022,CHA,Lovell Field,Chattanooga,TN,438.17,473.20," 20,591 "
1,2022,MFR,Rogue Valley International - Medford,Medford,OR,357.21,385.76," 20,534 "
1,2022,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,407.00,439.54," 19,336 "
1,2022,HRL,Valley International,Harlingen/San Benito,TX,325.46,351.48," 19,162 "
1,2022,SBN,South Bend International,South Bend,IN,337.06,364.00," 18,972 "
1,2022,BQN,Rafael Hernandez,Aguadilla,PR,226.39,244.49," 18,723 "
1,2022,ACY,Atlantic City International,Atlantic City,NJ,138.33,149.39," 18,684 "
1,2022,FWA,Fort Wayne International,Fort Wayne,IN,346.52,374.22," 18,368 "
1,2022,MSO,Missoula Montana,Missoula,MT,450.07,486.05," 17,538 "
1,2022,TTN,Trenton Mercer,Trenton,NJ,117.78,127.19," 17,074 "
1,2022,BIL,Billings Logan International,Billings,MT,449.90,485.86," 16,853 "
1,2022,CAK,Akron-Canton Regional,Akron,OH,258.48,279.14," 16,819 "
1,2022,PVU,Provo Municipal,Provo,UT,123.56,133.43," 16,698 "
1,2022,STT,Cyril E King,Charlotte Amalie,VI,391.53,422.83," 16,470 "
1,2022,PIA,General Downing - Peoria International,Peoria,IL,301.90,326.03," 16,235 "
1,2022,TLH,Tallahassee International,Tallahassee,FL,451.47,487.56," 15,873 "
1,2022,FCA,Glacier Park International,Kalispell,MT,496.90,536.62," 15,752 "
1,2022,AMA,Rick Husband Amarillo International,Amarillo,TX,369.95,399.52," 15,675 "
1,2022,FNT,Bishop International,Flint,MI,237.48,256.47," 15,586 "
1,2022,BLI,Bellingham International,Bellingham,WA,259.67,280.43," 15,449 "
1,2022,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,448.88,484.77," 15,211 "
1,2022,PAE,Snohomish County,Everett,WA,352.00,380.14," 14,747 "
1,2022,GRB,Green Bay Austin Straubel International,Green Bay,WI,424.57,458.51," 13,883 "
1,2022,ROA,Roanoke Blacksburg Regional,Roanoke,VA,470.65,508.27," 13,876 "
1,2022,CRP,Corpus Christi International,Corpus Christi,TX,419.55,453.09," 13,659 "
1,2022,BGR,Bangor International,Bangor,ME,328.50,354.76," 13,620 "
1,2022,TVC,Cherry Capital,Traverse City,MI,420.93,454.58," 13,467 "
1,2022,CHO,Charlottesville Albemarle,Charlottesville,VA,420.33,453.93," 12,997 "
1,2022,SHV,Shreveport Regional,Shreveport,LA,475.82,513.85," 12,932 "
1,2022,JAC,Jackson Hole,Jackson,WY,507.53,548.11," 12,872 "
1,2022,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,260.45,281.27," 12,824 "
1,2022,AGS,Augusta Regional at Bush Field,Augusta,GA,423.34,457.18," 12,759 "
1,2022,SBP,San Luis County Regional,San Luis Obispo,CA,462.00,498.93," 12,654 "
1,2022,RAP,Rapid City Regional,Rapid City,SD,439.88,475.04," 12,572 "
1,2022,DAB,Daytona Beach International,Daytona Beach,FL,407.19,439.74," 12,522 "
1,2022,MLI,Quad Cities International,Moline,IL,356.31,384.79," 12,282 "
1,2022,BIS,Bismarck Municipal,Bismarck/Mandan,ND,384.25,414.97," 11,676 "
1,2022,IDA,Idaho Falls Regional,Idaho Falls,ID,406.99,439.52," 11,225 "
1,2022,GNV,Gainesville Regional,Gainesville,FL,425.05,459.03," 11,203 "
1,2022,EYW,Key West International,Key West,FL,396.29,427.97," 10,903 "
1,2022,JNU,Juneau International,Juneau,AK,454.05,490.35," 10,616 "
1,2022,MOB,Mobile Regional,Mobile,AL,468.94,506.43," 10,320 "
1,2022,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,425.81,459.85," 10,160 "
1,2022,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,148.40,160.26," 9,682 "
1,2022,GJT,Grand Junction Regional,Grand Junction,CO,427.57,461.75," 9,506 "
1,2022,LCK,Rickenbacker International,Columbus,OH,154.27,166.61," 9,227 "
1,2022,MLB,Melbourne Orlando International,Melbourne,FL,400.97,433.02," 9,191 "
1,2022,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,495.33,534.92," 9,179 "
1,2022,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,499.78,539.73," 8,915 "
1,2022,MRY,Monterey Regional,Monterey,CA,380.59,411.01," 8,795 "
1,2022,BRO,Brownsville South Padre Island International,Brownsville,TX,453.81,490.09," 8,462 "
1,2022,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,407.94,440.55," 8,273 "
1,2022,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,461.14,498.01," 8,136 "
1,2022,BFL,Meadows Field,Bakersfield,CA,459.66,496.40," 8,075 "
1,2022,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,421.41,455.10," 7,862 "
1,2022,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,352.79,380.99," 7,800 "
1,2022,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,605.33,653.72," 7,688 "
1,2022,GTF,Great Falls International,Great Falls,MT,421.78,455.50," 7,544 "
1,2022,DRO,Durango La Plata County,Durango,CO,531.50,573.99," 7,222 "
1,2022,MGM,Montgomery Regional,Montgomery,AL,491.29,530.56," 7,208 "
1,2022,MTJ,Montrose Regional,Montrose/Delta,CO,366.42,395.71," 7,208 "
1,2022,PSE,Mercedita,Ponce,PR,214.82,231.99," 6,993 "
1,2022,STX,Henry E. Rohlsen,Christiansted,VI,392.42,423.79," 6,987 "
1,2022,EVV,Evansville Regional,Evansville,IN,449.72,485.67," 6,873 "
1,2022,RFD,Chicago/Rockford International,Rockford,IL,200.52,216.55," 6,849 "
1,2022,ILG,New Castle,Wilmington,DE,108.95,117.66," 6,812 "
1,2022,MOT,Minot International,Minot,ND,401.09,433.16," 6,462 "
1,2022,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,408.75,441.42," 6,166 "
1,2022,LRD,Laredo International,Laredo,TX,433.73,468.40," 5,949 "
1,2022,ORH,Worcester Regional,Worcester,MA,267.20,288.55," 5,922 "
1,2022,SCE,University Park,State College,PA,465.27,502.46," 5,669 "
1,2022,DLH,Duluth International,Duluth,MN,426.56,460.66," 5,655 "
1,2022,SGU,St George Regional,St. George,UT,471.43,509.11," 5,139 "
1,2022,USA,Concord Padgett Regional,Concord,NC,120.14,129.75," 4,973 "
1,2022,HDN,Yampa Valley,Hayden,CO,364.69,393.84," 4,971 "
1,2022,ACK,Nantucket Memorial,Nantucket,MA,618.23,667.66," 4,837 "
1,2022,LNK,Lincoln Airport,Lincoln,NE,485.25,524.04," 4,708 "
1,2022,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,277.60,299.79," 4,681 "
1,2022,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,349.35,377.28," 4,676 "
1,2022,EGE,Eagle County Regional,Eagle,CO,652.08,704.21," 4,662 "
1,2022,GRK,Robert Gray AAF,Killeen,TX,391.66,422.97," 4,625 "
1,2022,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,137.28,148.25," 4,584 "
1,2022,LAN,Capital Region International,Lansing,MI,412.28,445.24," 4,526 "
1,2022,SAF,Santa Fe Municipal,Santa Fe,NM,433.08,467.70," 4,444 "
1,2022,LBE,Arnold Palmer Regional,Latrobe,PA,131.05,141.53," 4,388 "
1,2022,GFK,Grand Forks International,Grand Forks,ND,397.93,429.74," 4,343 "
1,2022,ELM,Elmira/Corning Regional,Elmira/Corning,NY,303.37,327.62," 4,305 "
1,2022,COU,Columbia Regional,Columbia,MO,449.94,485.91," 4,220 "
1,2022,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,460.26,497.06," 4,213 "
1,2022,KTN,Ketchikan International,Ketchikan,AK,496.98,536.71," 4,200 "
1,2022,MLU,Monroe Regional,Monroe,LA,509.50,550.23," 4,112 "
1,2022,MBS,MBS International,Saginaw/Bay City/Midland,MI,512.19,553.14," 3,982 "
1,2022,PBG,Plattsburgh International,Plattsburgh,NY,238.12,257.16," 3,971 "
1,2022,BET,Bethel Airport,Bethel,AK,375.31,405.32," 3,937 "
1,2022,XWA,Williston Basin International,Williston,ND,564.75,609.89," 3,880 "
1,2022,AEX,Alexandria International,Alexandria,LA,456.58,493.08," 3,871 "
1,2022,RDD,Redding Regional,Redding,CA,321.26,346.94," 3,738 "
1,2022,LCH,Lake Charles Regional,Lake Charles,LA,483.65,522.31," 3,649 "
1,2022,HLN,Helena Regional,Helena,MT,494.83,534.39," 3,557 "
1,2022,TOL,Eugene F Kranz Toledo Express,Toledo,OH,215.80,233.05," 3,506 "
1,2022,SCK,Stockton Metro,Stockton,CA,122.50,132.29," 3,503 "
1,2022,GUM,Guam International,Guam,TT,1499.38,1619.24," 3,494 "
1,2022,CPR,Casper/Natrona County International,Casper,WY,580.00,626.36," 3,458 "
1,2022,RST,Rochester International,Rochester,MN,360.27,389.07," 3,440 "
1,2022,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,609.68,658.42," 3,439 "
1,2022,ABI,Abilene Regional,Abilene,TX,530.91,573.35," 3,349 "
1,2022,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,451.85,487.97," 3,317 "
1,2022,CWA,Central Wisconsin,Mosinee,WI,543.83,587.30," 3,275 "
1,2022,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,441.27,476.55," 3,253 "
1,2022,YUM,Yuma MCAS/Yuma International,Yuma,AZ,445.36,480.96," 3,086 "
1,2022,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,576.00,622.05," 3,037 "
1,2022,GRI,Central Nebraska Regional,Grand Island,NE,288.67,311.75," 2,985 "
1,2022,SIT,Sitka Rocky Gutierrez,Sitka,AK,452.29,488.44," 2,857 "
1,2022,IAG,Niagara Falls International,Niagara Falls,NY,165.24,178.45," 2,854 "
1,2022,HHH,Hilton Head Airport,Hilton Head,SC,338.46,365.52," 2,848 "
1,2022,CMI,University of Illinois/Willard,Champaign/Urbana,IL,563.12,608.14," 2,804 "
1,2022,PSM,Portsmouth International at Pease,Portsmouth,NH,202.31,218.48," 2,709 "
1,2022,ADQ,Kodiak Airport,Kodiak,AK,507.44,548.00," 2,555 "
1,2022,SPI,Abraham Lincoln Capital,Springfield,IL,291.15,314.42," 2,515 "
1,2022,FSM,Fort Smith Regional,Fort Smith,AR,567.16,612.50," 2,509 "
1,2022,PUW,Pullman Moscow Regional,Pullman,WA,363.60,392.67," 2,505 "
1,2022,ERI,Erie International/Tom Ridge Field,Erie,PA,380.54,410.96," 2,485 "
1,2022,CLL,Easterwood Field,College Station/Bryan,TX,483.88,522.56," 2,450 "
1,2022,TYR,Tyler Pounds Regional,Tyler,TX,529.30,571.61," 2,450 "
1,2022,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,441.54,476.84," 2,421 "
1,2022,FLG,Flagstaff Pulliam,Flagstaff,AZ,465.55,502.77," 2,403 "
1,2022,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,453.95,490.24," 2,325 "
1,2022,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,509.64,550.38," 2,271 "
1,2022,CSG,Columbus Airport,Columbus,GA,385.27,416.07," 2,222 "
1,2022,ACT,Waco Regional,Waco,TX,542.52,585.89," 2,208 "
1,2022,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,534.55,577.29," 2,186 "
1,2022,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,233.00,251.63," 2,158 "
1,2022,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,133.80,144.49," 1,991 "
1,2022,TXK,Texarkana Regional-Webb Field,Texarkana,AR,478.04,516.26," 1,987 "
1,2022,ROW,Roswell Air Center,Roswell,NM,450.66,486.69," 1,972 "
1,2022,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,438.99,474.08," 1,957 "
1,2022,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,428.48,462.73," 1,919 "
1,2022,VLD,Valdosta Regional,Valdosta,GA,569.04,614.52," 1,884 "
1,2022,LSE,La Crosse Regional,La Crosse,WI,447.74,483.53," 1,856 "
1,2022,OME,Nome Airport,Nome,AK,512.06,553.00," 1,724 "
1,2022,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,472.76,510.55," 1,609 "
1,2022,MQT,Marquette Sawyer Regional,Marquette,MI,509.76,550.51," 1,606 "
1,2022,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,477.98,516.19," 1,579 "
1,2022,PPG,Pago Pago International,Pago Pago,TT,1065.88,1151.09," 1,545 "
1,2022,GTR,Golden Triangle Regional,Columbus,MS,535.33,578.13," 1,529 "
1,2022,SWO,Stillwater Regional,Stillwater,OK,416.81,450.13," 1,495 "
1,2022,GGG,East Texas Regional,Longview,TX,515.92,557.16," 1,493 "
1,2022,OTZ,Ralph Wien Memorial,Kotzebue,AK,498.79,538.67," 1,483 "
1,2022,ABY,Southwest Georgia Regional,Albany,GA,515.25,556.44," 1,402 "
1,2022,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,482.04,520.58," 1,352 "
1,2022,PGV,Pitt Greenville,Greenville,NC,418.02,451.44," 1,298 "
1,2022,LWS,Lewiston Nez Perce County,Lewiston,ID,515.84,557.07," 1,285 "
1,2022,STC,St. Cloud Regional,St. Cloud,MN,228.88,247.18," 1,277 "
1,2022,DHN,Dothan Regional,Dothan,AL,626.25,676.32," 1,261 "
1,2022,COD,Yellowstone Regional,Cody,WY,499.65,539.59," 1,237 "
1,2022,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,540.75,583.97," 1,175 "
1,2022,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,428.98,463.28," 1,121 "
1,2022,GCC,Northeast Wyoming Regional,Gillette,WY,575.58,621.60," 1,109 "
1,2022,BJI,Bemidji Regional,Bemidji,MN,608.73,657.39," 1,105 "
1,2022,SCC,Deadhorse Airport,Deadhorse,AK,506.18,546.65," 1,095 "
1,2022,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,505.42,545.82," 1,090 "
1,2022,ART,Watertown International,Watertown,NY,379.88,410.25," 1,079 "
1,2022,GCK,Garden City Regional,Garden City,KS,403.63,435.90," 1,041 "
1,2022,DLG,Dillingham Airport,Dillingham,AK,547.50,591.27," 1,031 "
1,2022,SHR,Sheridan County,Sheridan,WY,560.05,604.82," 1,016 "
1,2022,ABR,Aberdeen Regional,Aberdeen,SD,590.54,637.74, 991 
1,2022,BQK,Brunswick Golden Isles,Brunswick,GA,511.76,552.67, 984 
1,2022,FLO,Florence Regional,Florence,SC,333.53,360.19, 970 
1,2022,CIU,Chippewa County International,Sault Ste. Marie,MI,552.35,596.51, 958 
1,2022,HOB,Lea County Regional,Hobbs,NM,418.99,452.49, 933 
1,2022,RHI,Rhinelander/Oneida County,Rhinelander,WI,631.08,681.53, 926 
1,2022,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,617.63,667.01, 907 
1,2022,IMT,Ford,Iron Mountain/Kingsfd,MI,521.31,562.98, 883 
1,2022,SPN,Francisco C. Ada Saipan International,Saipan,TT,670.80,724.43, 879 
1,2022,HYA,Cape Cod Gateway,Hyannis,MA,456.17,492.63, 875 
1,2022,EAT,Pangborn Memorial,Wenatchee,WA,498.53,538.38, 871 
1,2022,ALW,Walla Walla Regional,Walla Walla,WA,406.26,438.74, 836 
1,2022,EAU,Chippewa Valley Regional,Eau Claire,WI,392.87,424.28, 826 
1,2022,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,538.94,582.02, 826 
1,2022,PQI,Presque Isle International,Presque Isle/Houlton,ME,480.38,518.78, 823 
1,2022,AKN,King Salmon Airport,King Salmon,AK,503.43,543.67, 807 
1,2022,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,496.68,536.39, 792 
1,2022,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,405.78,438.22, 757 
