Quarter,Year,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q3-2023),2022 Passengers (10% sample)
2,2023,LAX,Los Angeles International,Los Angeles,CA,424.87,428.56," 941,283 "
2,2023,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,390.64,394.02," 768,604 "
2,2023,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,397.90,401.34," 744,001 "
2,2023,DEN,Denver International,Denver,CO,360.53,363.66," 743,828 "
2,2023,EWR,Newark Liberty International,Newark,NJ,411.70,415.27," 696,941 "
2,2023,BOS,Logan International,Boston,MA,401.23,404.71," 689,719 "
2,2023,SEA,Seattle/Tacoma International,Seattle,WA,409.93,413.48," 650,806 "
2,2023,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,423.78,427.45," 626,404 "
2,2023,MCO,Orlando International,Orlando,FL,271.86,274.22," 619,182 "
2,2023,SFO,San Francisco International,San Francisco,CA,466.42,470.46," 603,738 "
2,2023,PHX,Phoenix Sky Harbor International,Phoenix,AZ,392.05,395.45," 586,781 "
2,2023,LGA,LaGuardia,New York-La Guardia,NY,332.56,335.45," 548,754 "
2,2023,JFK,John F. Kennedy International,New York-JFK,NY,421.94,425.60," 542,893 "
2,2023,LAS,Harry Reid International,Las Vegas,NV,273.47,275.84," 505,713 "
2,2023,MSP,Minneapolis-St Paul International,Minneapolis,MN,421.57,425.22," 465,865 "
2,2023,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,420.45,424.10," 441,705 "
2,2023,PHL,Philadelphia International,Philadelphia,PA,419.69,423.33," 438,509 "
2,2023,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,272.93,275.29," 427,330 "
2,2023,SAN,San Diego International,San Diego,CA,390.26,393.65," 419,354 "
2,2023,DTW,Detroit Metro Wayne County,Detroit,MI,429.18,432.90," 412,494 "
2,2023,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,399.08,402.54," 380,547 "
2,2023,TPA,Tampa International,Tampa,FL,335.18,338.09," 375,092 "
2,2023,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,370.54,373.75," 355,097 "
2,2023,AUS,Austin - Bergstrom International,Austin,TX,380.51,383.81," 346,713 "
2,2023,MIA,Miami International,Miami,FL,346.24,349.23," 345,604 "
2,2023,PDX,Portland International,Portland,OR,419.93,423.57," 316,001 "
2,2023,BNA,Nashville International,Nashville,TN,361.18,364.31," 309,561 "
2,2023,SLC,Salt Lake City International,Salt Lake City,UT,452.03,455.95," 306,731 "
2,2023,CLT,Charlotte Douglas International,Charlotte,NC,450.32,454.22," 299,028 "
2,2023,RDU,Raleigh-Durham International,Raleigh/Durham,NC,381.72,385.02," 280,802 "
2,2023,SMF,Sacramento International,Sacramento,CA,407.74,411.27," 259,223 "
2,2023,HNL,Daniel K Inouye International,Honolulu,HI,367.94,371.13," 256,498 "
2,2023,MDW,Chicago Midway International,Chicago-Midway,IL,319.85,322.62," 256,060 "
2,2023,STL,St Louis Lambert International,St. Louis,MO,399.99,403.45," 228,095 "
2,2023,SJC,Norman Y. Mineta San Jose International,San Jose,CA,346.71,349.71," 220,072 "
2,2023,IAD,Washington Dulles International,Washington-Dulles,DC,515.15,519.61," 216,137 "
2,2023,MCI,Kansas City International,Kansas City,MO,402.79,406.28," 213,053 "
2,2023,SNA,John Wayne Airport-Orange County,Santa Ana,CA,401.44,404.92," 204,936 "
2,2023,DAL,Dallas Love Field,Dallas-Love Field,TX,357.06,360.15," 202,583 "
2,2023,CLE,Cleveland-Hopkins International,Cleveland,OH,361.14,364.27," 201,673 "
2,2023,OAK,Metro Oakland International,Oakland,CA,313.87,316.59," 200,137 "
2,2023,IND,Indianapolis International,Indianapolis,IN,395.34,398.77," 198,766 "
