Querter,Year,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q3-2023),2022 Passengers (10% sample)
2,2020,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,345.60,412.84, 117 
2,2020,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,361.00,431.24, 116 
2,2020,CEZ,Cortez Municipal,Cortez,CO,401.78,479.95, 112 
2,2020,ENA,Kenai Municipal,Kenai,AK,331.00,395.40, 110 
2,2020,DUJ,DuBois Regional,DuBois,PA,368.20,439.84, 103 
2,2020,UIN,Quincy Regional-Baldwin Field,Quincy,IL,260.80,311.54, 101 
2,2020,RKD,Knox County Regional,Rockland,ME,465.50,556.07, 96 
2,2020,TUP,Tupelo Regional,Tupelo,MS,637.50,761.53, 96 
2,2020,RUT,Rutland - Southern Vermont Regional,Rutland,VT,289.43,345.74, 94 
2,2020,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,273.00,326.12, 88 
2,2020,PGA,Page Municipal,Page,AZ,448.00,535.16, 87 
2,2020,AIA,Alliance Municipal,Alliance,NE,370.00,441.99, 71 
2,2020,SDY,Sidney Richland Regional,Sidney,MT,532.00,635.51, 71 
2,2020,GLH,Greenville Mid Delta,Greenville,MS,418.00,499.33, 68 
2,2020,TVF,Thief River Falls Regional,Thief River Falls,MN,451.67,539.54, 66 
2,2020,MSL,Northwest Alabama Regional,Muscle Shoals,AL,344.33,411.33, 66 
2,2020,AOO,Altoona-Blair County,Altoona,PA,221.75,264.89, 65 
2,2020,IRK,Kirksville Regional,Kirksville,MO,299.67,357.97, 56 
2,2020,BFD,Bradford Regional,Bradford,PA,388.50,464.09, 55 
2,2020,ADK,Adak,Adak Island,AK,777.60,928.89, 50 
2,2020,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,219.00,261.61, 50 
2,2020,MCK,McCook Ben Nelson Regional,McCook,NE,325.00,388.23, 48 
2,2020,CDR,Chadron Municipal,Chadron,NE,282.00,336.87, 46 
2,2020,VQS,Antonio Rivera Rodriguez,Vieques,PR,335.00,400.18, 45 
2,2020,MSS,Massena International-Richards Field,Massena,NY,267.50,319.55, 42 
2,2020,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,270.11,322.66, 37 
2,2020,SOW,Show Low Regional,Show Low,AZ,401.50,479.62, 35 
2,2020,CNM,Cavern City Air Terminal,Carlsbad,NM,599.25,715.84, 33 
2,2020,HRO,Boone County,Harrison,AR,444.00,530.39, 33 
2,2020,MKK,Molokai,Hoolehua,HI,120.67,144.14, 23 
2,2020,HVR,Havre City-County,Havre,MT,372.00,444.38, 22 
2,2020,BKG,Branson Airport,Branson,MO,91.14,108.88, 17 
2,2020,OLF,L. M. Clayton,Wolf Point,MT,426.00,508.88, 16 
2,2020,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,460.00,549.50, 13 
2,2020,MCN,Middle Georgia Regional,Macon,GA,1007.00,1202.92, 6 
2,2020,LNY,Lanai Airport,Lanai,HI,270.09,322.64, 2 
2,2020,CEC,Jack McNamara Field,Crescent City,CA,457.00,545.92, 1 
2,2020,OGD,Ogden-Hinckley,Ogden,UT,82.09,98.06, -   
2,2020,IPT,Williamsport Regional,Williamsport,PA,298.48,356.56, -   
2,2020,MKT,Mankato Regional,Mankato,MN,130.00,155.29, -   
,,,,,,,,
,,,,,,,,
,,,,,,,,
